,id,course,enroll
181085,U_3068935,C_course-v1:MITx+6_00_1x+sp,2017-03-06 12:47:00
181112,U_6927607,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-04-09 10:35:00
181167,U_6853234,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-04-23 15:35:00
181168,U_6853234,C_course-v1:TsinghuaX+20120143X+sp,2017-03-19 09:33:00
181188,U_6808846,C_course-v1:MITx+15_390_2x+sp,2017-03-11 12:40:00
181202,U_6083921,C_course-v1:TsinghuaX+70150023X+sp,2017-04-12 20:38:00
181206,U_6083921,C_course-v1:TsinghuaX+30150303X+sp,2017-04-12 20:39:00
181225,U_2709093,C_course-v1:TsinghuaX+00690212X+sp,2017-03-16 16:33:00
181229,U_23148,C_course-v1:BJUT+2140074001x+sp,2017-03-23 08:41:00
181232,U_23148,C_course-v1:TsinghuaX+30240243X+sp,2017-05-14 20:18:00
181238,U_5774727,C_course-v1:TsinghuaX+00740113_2X+sp,2017-03-23 23:15:00
181240,U_5774727,C_course-v1:TsinghuaX+00740113_1X+sp,2017-03-25 21:22:00
181241,U_5774727,C_course-v1:NBCC+NBCC000201+_sp,2017-04-11 18:59:00
181258,U_736579,C_course-v1:TsinghuaX+00740113_2X+sp,2017-01-29 21:39:00
181259,U_736579,C_course-v1:Tsinghua+20150001+sp,2017-02-24 16:40:00
181261,U_6149642,C_course-v1:UST+UST001+sp,2017-02-13 14:32:00
181262,U_6149642,C_course-v1:TsinghuaX+00040132X+sp,2017-02-15 14:16:00
181286,U_462053,C_course-v1:TsinghuaX+00740123_X+sp,2017-04-14 18:34:00
181338,U_537000,C_course-v1:BIT+PHY17016+sp,2017-04-19 21:06:00
181339,U_537000,C_course-v1:TsinghuaX+20440333X+sp,2017-03-11 11:06:00
181345,U_6532832,C_course-v1:UST+UST001+sp,2017-05-22 20:40:00
181373,U_289706,C_course-v1:TsinghuaX+01030132X+sp,2017-01-23 14:38:00
181375,U_289706,C_course-v1:RiceX+AdvBIO_2x+sp,2017-01-24 10:08:00
181379,U_6556507,C_course-v1:TsinghuaX+30240243X+sp,2017-02-15 11:20:00
181380,U_6556507,C_course-v1:JXUST+JXUST2016001+2016_T2,2017-04-25 09:27:00
181420,U_6886530,C_course-v1:MITx+6_00_1x+sp,2017-03-28 09:40:00
181429,U_6540758,C_course-v1:TsinghuaX+00740123_X+sp,2017-01-07 20:46:00
181430,U_6540758,C_course-v1:TsinghuaX+THESIS2015X+2015_T1,2017-01-07 21:00:00
181431,U_6540758,C_course-v1:TsinghuaX+30240184+sp,2017-03-12 13:19:00
181437,U_6672983,C_course-v1:TsinghuaX+00690212X+sp,2017-03-27 12:49:00
181453,U_1096919,C_course-v1:TsinghuaX+30040323X+sp,2017-04-19 14:05:00
181504,U_5309205,C_course-v1:MITx+6_00_1x+sp,2017-05-09 14:39:00
181506,U_5309205,C_course-v1:TsinghuaX+30240243X+sp,2017-01-03 09:47:00
181512,U_5309200,C_course-v1:MITx+6_00_1x+sp,2017-01-07 23:32:00
181554,U_6838526,C_course-v1:NJU+C1026+2016_T2,2017-03-15 12:31:00
181555,U_6088075,C_course-v1:TsinghuaX+0350161X_2015_T2+sp,2017-03-17 18:43:00
181557,U_6088075,C_course-v1:TsinghuaX+20440333X+sp,2017-02-24 23:31:00
181569,U_457765,C_course-v1:TsinghuaX+Pr20170406-SC_p1+sp,2017-05-12 20:03:00
181706,U_2831983,C_course-v1:ZJUX+2017011101X+2017_T1,2017-04-18 09:24:00
181721,U_7001455,C_course-v1:TsinghuaX+20440333X+sp,2017-05-01 13:17:00
181796,U_5088667,C_course-v1:TsinghuaX+10610224X+sp,2017-06-01 13:18:00
181804,U_4302989,C_course-v1:AdelaideX+Wine101x+sp,2017-05-26 18:58:00
181814,U_6880878,C_course-v1:TsinghuaX+30240184+sp,2017-03-26 11:18:00
181818,U_6880878,C_course-v1:TsinghuaX+30240184_2X+sp,2017-03-26 11:18:00
181830,U_2974724,C_course-v1:UST+UST001+sp,2017-05-24 21:29:00
181833,U_2974724,C_course-v1:WUT+WUT2016001+sp,2017-04-13 22:06:00
181843,U_2674065,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-04-16 07:00:00
181844,U_2674065,C_course-v1:TsinghuaX+00740113_2X+sp,2017-04-15 09:57:00
181845,U_2674065,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-04-15 10:37:00
181977,U_198882,C_course-v1:AdelaideX+Wine101x+sp,2017-05-29 15:25:00
181978,U_198882,C_course-v1:TsinghuaX+80590952X+sp,2017-04-12 19:41:00
182059,U_6937754,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-06-04 09:28:00
182060,U_6937754,C_course-v1:BIT+PHY1701702+sp,2017-06-07 10:32:00
182061,U_6937754,C_course-v1:TsinghuaX+20430064X+sp,2017-06-07 10:34:00
182067,U_6930251,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-04-09 17:23:00
182068,U_2677215,C_course-v1:TsinghuaX+00740123_X+sp,2017-01-03 15:54:00
182100,U_5138961,C_course-v1:TsinghuaX+30240243X+sp,2017-05-31 15:29:00
182155,U_5003559,C_course-v1:TsinghuaX+30240184+sp,2017-02-20 17:21:00
182156,U_5003559,C_course-v1:TsinghuaX+20430064X+sp,2017-01-16 11:29:00
182158,U_5003559,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-16 11:28:00
182205,U_497330,C_course-v1:TsinghuaX+00740123_X+sp,2017-05-15 17:31:00
182262,U_6161402,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-16 19:55:00
182277,U_6986359,C_course-v1:WUT+1022817X+sp,2017-05-25 12:18:00
182313,U_6941861,C_course-v1:TsinghuaX+00040132X+sp,2017-06-05 13:38:00
182314,U_6941861,C_course-v1:UQx+Think101x+sp,2017-05-23 11:24:00
182315,U_6941861,C_course-v1:UQx+Crime101x+sp,2017-04-29 17:47:00
182323,U_7019664,C_course-v1:TsinghuaX+30150153X+sp,2017-05-13 16:07:00
182340,U_6778942,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-04-24 14:01:00
182341,U_6778942,C_course-v1:TsinghuaX+20120143X+sp,2017-03-06 20:39:00
182348,U_2459845,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-04-09 23:58:00
182349,U_2459845,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-04-01 08:17:00
182350,U_2459845,C_course-v1:TsinghuaX+00740113_2X+sp,2017-04-11 15:01:00
182360,U_5313603,C_course-v1:UQx+Crime101x+sp,2017-01-27 18:11:00
182361,U_6947443,C_course-v1:TsinghuaX+30240184+sp,2017-06-03 15:21:00
182363,U_6947443,C_course-v1:GXUST+2017041901X+2017_T1,2017-06-07 19:01:00
182364,U_6947443,C_course-v1:TsinghuaX+10610193X+sp,2017-06-07 22:24:00
182365,U_6947443,C_course-v1:TsinghuaX+00740123_X+sp,2017-04-29 21:58:00
182367,U_6947443,C_course-v1:UQx+Think101x+sp,2017-06-07 22:21:00
182368,U_6947443,C_course-v1:TsinghuaX+30240243X+sp,2017-05-14 00:00:00
182369,U_6947443,C_course-v1:TsinghuaX+00740113_2X+sp,2017-04-29 22:29:00
182485,U_5771125,C_course-v1:UST+UST001+sp,2017-03-31 21:25:00
182489,U_5771125,C_course-v1:NBCC+NBCC000201+_sp,2017-05-02 09:02:00
182496,U_5771125,C_course-v1:TsinghuaX+00740113_2X+sp,2017-01-17 12:05:00
182549,U_6870692,C_course-v1:TsinghuaX+30240184+sp,2017-03-23 10:32:00
182649,U_6602300,C_course-v1:TsinghuaX+30240184+sp,2017-01-23 10:41:00
182655,U_6363382,C_course-v1:TsinghuaX+30240243X+sp,2017-03-24 23:49:00
182663,U_7023324,C_course-v1:MITx+15_390_2x+sp,2017-05-09 16:17:00
182664,U_7023324,C_course-v1:TsinghuaX+70150023X+sp,2017-05-09 16:36:00
182665,U_7023324,C_course-v1:TsinghuaX+30150303X+sp,2017-05-09 16:28:00
182666,U_7023324,C_course-v1:TsinghuaX+30150153X+sp,2017-05-09 16:37:00
182667,U_7023324,C_course-v1:TsinghuaX+20430064X+sp,2017-05-09 16:23:00
182668,U_7023324,C_course-v1:UQx+Think101x+sp,2017-05-09 16:26:00
182671,U_6644924,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-02-07 11:50:00
182672,U_6644924,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-02-07 10:50:00
182673,U_6644924,C_course-v1:TsinghuaX+20120143X+sp,2017-02-07 11:07:00
182674,U_24044,C_course-v1:TsinghuaX+THESIS2015X+2015_T1,2017-03-22 19:01:00
182706,U_6963652,C_course-v1:TsinghuaX+30240243X+sp,2017-05-08 00:18:00
182707,U_6963652,C_course-v1:TsinghuaX+34100325_X+sp,2017-04-19 19:00:00
182717,U_733272,C_course-v1:TsinghuaX+30260112X+sp,2017-05-08 13:47:00
182734,U_29824,C_course-v1:TsinghuaX+30150153X+sp,2017-02-18 14:16:00
182767,U_50218,C_course-v1:TsinghuaX+30240184+sp,2017-05-10 22:29:00
182790,U_6997845,C_course-v1:UST+UST001+sp,2017-04-29 17:35:00
182804,U_6172332,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-03-12 16:44:00
182811,U_4301096,C_course-v1:TsinghuaX+60240202X+sp,2017-04-09 11:42:00
182812,U_4301096,C_course-v1:MicrosoftX+Microsoft101+sp,2017-04-09 12:03:00
182841,U_159831,C_course-v1:TsinghuaX+70120073X+sp,2017-04-15 02:13:00
182848,U_7051860,C_course-v1:MicrosoftX+Microsoft101+sp,2017-05-22 18:29:00
182915,U_6670710,C_course-v1:MITx+6_00_1x+sp,2017-02-16 19:29:00
182916,U_6670710,C_course-v1:TsinghuaX+00740113_1X+sp,2017-02-15 15:03:00
182917,U_6670710,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-02-16 19:55:00
182922,U_6677294,C_course-v1:ZUELX+B0800280+sp,2017-03-21 10:07:00
182960,U_6771282,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-03-05 13:36:00
182965,U_6771283,C_course-v1:TsinghuaX+Thesis2016X+sp,2017-03-05 13:33:00
182974,U_473708,C_course-v1:NJU+C1026+2016_T2,2017-01-18 09:24:00
182975,U_473708,C_course-v1:TsinghuaX+10421075X_2015_2+sp,2017-06-04 13:13:00
182978,U_473708,C_course-v1:TsinghuaX+10610193X+sp,2017-06-07 12:16:00
182987,U_4263685,C_course-v1:MITx+6_00_1x+sp,2017-02-06 10:12:00
183011,U_6875083,C_course-v1:TsinghuaX+00040132X+sp,2017-05-31 21:39:00
183015,U_6837680,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-03-15 17:32:00
183016,U_6837680,C_course-v1:TsinghuaX+20120143X+sp,2017-03-15 17:34:00
183017,U_6837680,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-03-15 17:34:00
183078,U_6628970,C_course-v1:Tsinghua+20150001+sp,2017-02-23 15:20:00
183079,U_6628970,C_course-v1:TsinghuaX+60240013X+sp,2017-02-02 11:29:00
183105,U_7079090,C_course-v1:TsinghuaX+30640014X+sp,2017-06-05 22:24:00
183106,U_6572832,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-15 17:12:00
183116,U_2658913,C_course-v1:TsinghuaX+34100325_X+sp,2017-05-23 12:16:00
183145,U_6819025,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-03-13 19:03:00
183146,U_6819025,C_course-v1:TsinghuaX+20430064X+sp,2017-03-10 15:23:00
183246,U_6889523,C_course-v1:TsinghuaX+30240243X+sp,2017-03-30 06:52:00
183259,U_6106580,C_course-v1:JXUST+JXUST2016001+2016_T2,2017-04-24 20:40:00
183274,U_6723637,C_course-v1:NJU+C1026+2016_T2,2017-03-10 11:54:00
183275,U_6723637,C_course-v1:TsinghuaX+00740123_X+sp,2017-03-10 15:22:00
183276,U_6723637,C_course-v1:TsinghuaX+30240184+sp,2017-02-28 11:44:00
183277,U_6723637,C_course-v1:TsinghuaX+30240184_2X+sp,2017-03-04 09:56:00
183278,U_6723637,C_course-v1:TsinghuaX+30240243X+sp,2017-03-08 08:23:00
183305,U_6890904,C_course-v1:TsinghuaX+30240184+sp,2017-03-29 17:39:00
183307,U_3545892,C_course-v1:UC_BerkeleyX+CS_184_1x+sp,2017-02-18 12:46:00
183345,U_5353056,C_course-v1:TsinghuaX+30240243X+sp,2017-01-08 00:02:00
183440,U_6663363,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-06-03 13:05:00
183441,U_6663363,C_course-v1:UST+UST001+sp,2017-06-03 13:20:00
183442,U_6663363,C_course-v1:TsinghuaX+81020142X+sp,2017-05-13 01:47:00
183445,U_2904882,C_course-v1:RiceX+AdvBIO_1x+sp,2017-02-09 19:54:00
183454,U_2904882,C_course-v1:TsinghuaX+Pr20170406-SC_p1+sp,2017-05-25 16:09:00
183456,U_2904882,C_course-v1:NCTU+wghx+2017_T1,2017-04-21 08:22:00
183465,U_2904882,C_course-v1:TsinghuaX+20430064_2X+sp,2017-02-02 20:05:00
183467,U_2904882,C_course-v1:TsinghuaX+80000822X+sp,2017-01-08 11:11:00
183468,U_2904882,C_course-v1:JXUST+JXUST2016001+2016_T2,2017-04-05 03:53:00
183469,U_2904882,C_course-v1:Tsinghua+20150001+sp,2017-02-07 17:29:00
183479,U_2904882,C_course-v1:TsinghuaX+70167012X+sp,2017-03-04 20:14:00
183483,U_6692022,C_course-v1:TsinghuaX+00701032X+sp,2017-03-17 21:26:00
183501,U_315814,C_course-v1:NJU+C1026+2016_T2,2017-02-18 21:29:00
183537,U_256111,C_course-v1:TsinghuaX+00040132X+sp,2017-05-31 08:54:00
183557,U_6467105,C_course-v1:Tsinghua+20150001+sp,2017-02-07 08:51:00
183581,U_2637254,C_course-v1:MITx+6_00_1x+sp,2017-05-07 20:36:00
183610,U_7008909,C_course-v1:NJU+C1026+2016_T2,2017-05-08 22:09:00
183611,U_7008909,C_course-v1:UST+UST001+sp,2017-05-08 13:14:00
183612,U_7008909,C_course-v1:UC_BerkeleyX+CS_184_1x+sp,2017-05-04 14:17:00
183613,U_7008901,C_course-v1:TsinghuaX+10421094X_2015_2+sp,2017-05-04 14:06:00
183614,U_7008901,C_course-v1:MITx+6_00_1x+sp,2017-05-13 10:51:00
183616,U_7008900,C_course-v1:TsinghuaX+00701032X+sp,2017-05-04 14:35:00
183667,U_6476308,C_course-v1:MITx+6_00_1x+sp,2017-01-04 15:55:00
183679,U_3231245,C_course-v1:MITx+6_00_1x+sp,2017-05-01 14:17:00
183697,U_6690485,C_course-v1:NJU+C1026+2016_T2,2017-02-22 20:46:00
183703,U_6690485,C_course-v1:TsinghuaX+30240184_2X+sp,2017-02-22 20:45:00
183704,U_6690485,C_course-v1:MITx+6_00_1x+sp,2017-02-23 13:39:00
183705,U_6690485,C_course-v1:TsinghuaX+30240243X+sp,2017-02-22 20:39:00
183707,U_6690485,C_course-v1:BJUT+2140074001x+sp,2017-02-21 08:24:00
183708,U_6690485,C_course-v1:MicrosoftX+Microsoft101+sp,2017-02-20 21:06:00
183712,U_6690485,C_course-v1:TsinghuaX+00740123_X+sp,2017-03-03 10:29:00
183714,U_6690485,C_course-v1:TsinghuaX+30240184+sp,2017-03-05 11:28:00
183715,U_6690485,C_course-v1:UST+UST001+sp,2017-03-03 20:33:00
183733,U_6926133,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2017-04-25 13:24:00
183738,U_6926133,C_course-v1:TsinghuaX+00040132X+sp,2017-04-25 13:22:00
183758,U_368231,C_course-v1:TsinghuaX+30240184_2X+sp,2017-03-31 23:13:00
183779,U_6820531,C_course-v1:TsinghuaX+THESIS2015X+2015_T1,2017-03-26 23:15:00
183780,U_6820531,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2017-03-10 22:10:00
183800,U_5468420,C_course-v1:BIT+PHY1701702+sp,2017-02-26 13:42:00
183817,U_3759241,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-02-04 22:32:00
183818,U_3759241,C_course-v1:TsinghuaX+00740113_1X+sp,2017-02-09 16:59:00
183828,U_410079,C_course-v1:TsinghuaX+30240243X+sp,2017-01-07 23:27:00
183902,U_6654832,C_course-v1:MITx+15_390_2x+sp,2017-04-15 07:58:00
183904,U_6654832,C_course-v1:MITx+6_00_1x+sp,2017-04-17 16:46:00
183907,U_505178,C_course-v1:TsinghuaX+34100325_X+sp,2017-05-28 11:00:00
183921,U_6821584,C_course-v1:TsinghuaX+80590952X+sp,2017-03-11 17:38:00
183949,U_3165853,C_course-v1:TsinghuaX+30240243X+sp,2017-04-23 14:15:00
183991,U_6593318,C_course-v1:TsinghuaX+30240184+sp,2017-01-20 13:11:00
184023,U_19525,C_course-v1:AdelaideX+Wine101x+sp,2017-01-12 13:13:00
184027,U_3164173,C_course-v1:TsinghuaX+10610183_2X+sp,2017-05-30 10:29:00
184084,U_4778586,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-03-03 19:31:00
184085,U_4778586,C_course-v1:MITx+6_00_1x+sp,2017-03-03 19:36:00
184086,U_4778586,C_course-v1:BIT+PHY1701601+sp,2017-03-03 19:33:00
184087,U_6773639,C_course-v1:MITx+6_00_1x+sp,2017-04-11 18:11:00
184090,U_6773639,C_course-v1:TsinghuaX+30240184+sp,2017-05-30 18:10:00
184092,U_6773639,C_course-v1:TsinghuaX+00740123_X+sp,2017-03-06 21:48:00
184097,U_6773632,C_course-v1:MITx+6_00_1x+sp,2017-03-28 23:54:00
184098,U_6773632,C_course-v1:TsinghuaX+34100325_X+sp,2017-03-22 21:42:00
184139,U_7644,C_course-v1:GXUST+2017041901X+2017_T1,2017-04-28 00:17:00
184144,U_7644,C_course-v1:TsinghuaX+81020142X+sp,2017-06-04 21:08:00
184157,U_6163252,C_course-v1:AdelaideX+Wine101x+sp,2017-01-15 13:30:00
184158,U_6163252,C_course-v1:TsinghuaX+00040132X+sp,2017-01-12 13:33:00
184165,U_1791099,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-01-08 14:31:00
184166,U_1791099,C_course-v1:TsinghuaX+70167012X+sp,2017-05-15 16:11:00
184170,U_6582110,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-01-17 22:06:00
184171,U_6582112,C_course-v1:TsinghuaX+00690242+sp,2017-01-17 22:03:00
184183,U_2640814,C_course-v1:TsinghuaX+20250064X+sp,2017-06-01 13:10:00
184200,U_3052732,C_course-v1:TsinghuaX+60240202X+sp,2017-01-30 15:30:00
184206,U_3052732,C_course-v1:TsinghuaX+30240243X+sp,2017-04-22 18:35:00
184276,U_92998,C_course-v1:ZUELX+B0800280+sp,2017-06-05 22:22:00
184310,U_1858154,C_course-v1:ZUELX+B0800280+sp,2017-04-15 21:06:00
184313,U_6412757,C_course-v1:TsinghuaX+30240184+sp,2017-03-03 21:04:00
184346,U_6806389,C_course-v1:MITx+6_00_1x+sp,2017-03-08 00:41:00
184347,U_6806389,C_course-v1:UQx+Think101x+sp,2017-03-10 19:26:00
184348,U_6615471,C_course-v1:TsinghuaX+70150023X+sp,2017-04-16 22:40:00
184349,U_6615471,C_course-v1:TsinghuaX+0350161X_2015_T2+sp,2017-04-29 13:03:00
184379,U_692129,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-21 22:54:00
184390,U_510404,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-02-08 09:59:00
184391,U_510404,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-02-08 10:00:00
184396,U_6876327,C_course-v1:TsinghuaX+60240202X+sp,2017-06-02 23:51:00
184397,U_6876327,C_course-v1:TsinghuaX+30240243X+sp,2017-03-24 21:21:00
184443,U_332061,C_course-v1:UST+UST001+sp,2017-04-23 20:31:00
184444,U_332061,C_course-v1:TsinghuaX+30240243X+sp,2017-05-13 23:36:00
184454,U_648320,C_course-v1:BIT+PHY17016+sp,2017-05-28 10:42:00
184458,U_5328643,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-05-17 22:07:00
184507,U_237323,C_course-v1:NUDT+125205501+sp,2017-03-01 21:15:00
184521,U_6633349,C_course-v1:MITx+15_390_2x+sp,2017-02-04 15:39:00
184561,U_6863071,C_course-v1:NJU+C1026+2016_T2,2017-03-21 14:13:00
184562,U_6863071,C_course-v1:TsinghuaX+00740123_X+sp,2017-03-30 23:58:00
184567,U_6908915,C_course-v1:UST+UST001+sp,2017-04-05 20:45:00
184569,U_6815528,C_course-v1:MITx+6_00_1x+sp,2017-03-11 23:36:00
184572,U_2577632,C_course-v1:TsinghuaX+80000822X+sp,2017-03-17 13:43:00
184589,U_704428,C_course-v1:MITx+6_00_1x+sp,2017-02-20 13:59:00
184591,U_704428,C_course-v1:TsinghuaX+Pr20170406-SC_p1+sp,2017-05-21 08:55:00
184594,U_704428,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-03-21 16:40:00
184602,U_6300974,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-01-16 21:47:00
184616,U_2578993,C_course-v1:TsinghuaX+30240243X+sp,2017-02-24 21:45:00
184618,U_2578993,C_course-v1:NJU+C1026+2016_T2,2017-02-21 19:53:00
184651,U_6051497,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-05-09 18:52:00
184653,U_6051497,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-01-21 18:18:00
184656,U_6051497,C_course-v1:TsinghuaX+00310222X+sp,2017-03-06 19:15:00
184657,U_6051497,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-24 21:17:00
184755,U_6735286,C_course-v1:TsinghuaX+30240243X+sp,2017-03-09 08:06:00
184756,U_6735286,C_course-v1:TsinghuaX+30240184+sp,2017-03-05 21:32:00
184883,U_1067589,C_course-v1:TsinghuaX+20250103X+sp,2017-06-03 09:04:00
184887,U_6137857,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-02-25 00:48:00
184908,U_6651068,C_course-v1:MITx+6_00_1x+sp,2017-02-09 08:36:00
184909,U_6651068,C_course-v1:TsinghuaX+30240184_2X+sp,2017-02-09 08:11:00
184953,U_6584908,C_course-v1:TsinghuaX+40050444X+sp,2017-01-18 17:30:00
184954,U_6584908,C_course-v1:UQx+Crime101x+sp,2017-01-18 18:31:00
185001,U_2923307,C_course-v1:MITx+15_390_2x+sp,2017-02-27 17:31:00
185024,U_6929577,C_course-v1:UST+UST001+sp,2017-04-09 20:47:00
185025,U_6929577,C_course-v1:TsinghuaX+30240243X+sp,2017-04-09 12:41:00
185030,U_2825650,C_course-v1:TsinghuaX+70120073X+sp,2017-04-21 15:51:00
185041,U_6642534,C_course-v1:TsinghuaX+30240184+sp,2017-02-06 15:06:00
185042,U_6642534,C_course-v1:TsinghuaX+30240184_2X+sp,2017-02-06 15:04:00
185060,U_1461794,C_course-v1:TsinghuaX+30240184+sp,2017-02-01 16:04:00
185066,U_6331396,C_course-v1:TsinghuaX+00740113_1X+sp,2017-01-02 21:19:00
185071,U_6331395,C_course-v1:TsinghuaX+81020142X+sp,2017-06-02 06:22:00
185074,U_6331395,C_course-v1:TsinghuaX+00690302_1+sp,2017-06-06 06:12:00
185142,U_2922778,C_course-v1:TsinghuaX+00740123_X+sp,2017-02-24 15:06:00
185153,U_80683,C_course-v1:TsinghuaX+20440333X+sp,2017-05-14 14:45:00
185171,U_1534539,C_course-v1:TsinghuaX+00740123_X+sp,2017-02-06 19:38:00
185301,U_284551,C_course-v1:TsinghuaX+30240184+sp,2017-04-14 00:06:00
185304,U_284551,C_course-v1:TsinghuaX+30240243X+sp,2017-04-06 22:02:00
185325,U_714212,C_course-v1:TsinghuaX+00701032X+sp,2017-03-07 13:05:00
185328,U_714212,C_course-v1:TsinghuaX+30700313X+sp,2017-06-01 23:29:00
185368,U_2817783,C_course-v1:NBCC+NBCC000201+_sp,2017-04-10 10:13:00
185371,U_2817783,C_course-v1:TsinghuaX+30240243X+sp,2017-04-09 07:01:00
185383,U_6937639,C_course-v1:TsinghuaX+34100325_X+sp,2017-04-12 15:31:00
185384,U_6937639,C_course-v1:MITx+6_00_1x+sp,2017-04-12 15:27:00
185395,U_177389,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-03-31 19:14:00
185429,U_4442092,C_course-v1:TsinghuaX+01030132X+sp,2017-04-08 19:40:00
185432,U_4442092,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-17 13:38:00
185438,U_6585012,C_course-v1:TsinghuaX+70167012X+sp,2017-01-18 18:16:00
185439,U_6585012,C_course-v1:TsinghuaX+60240202X+sp,2017-01-18 17:32:00
185440,U_6585012,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-18 17:06:00
185441,U_6585014,C_course-v1:TsinghuaX+40050444X+sp,2017-01-18 17:30:00
185442,U_6585014,C_course-v1:TsinghuaX+40050455X+sp,2017-01-18 18:18:00
185443,U_6585017,C_course-v1:edX+BlendedX+sp,2017-01-18 18:00:00
185444,U_6585017,C_course-v1:UQx+Think101x+sp,2017-01-18 18:13:00
185445,U_6585018,C_course-v1:TsinghuaX+60240202X+sp,2017-01-18 17:32:00
185446,U_6585018,C_course-v1:TsinghuaX+40050444X+sp,2017-01-18 17:30:00
185449,U_6987028,C_course-v1:TsinghuaX+40050455X+sp,2017-04-25 19:56:00
185450,U_6987028,C_course-v1:TsinghuaX+40050455_2X+sp,2017-04-25 19:55:00
185492,U_2464737,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-06-06 14:17:00
185493,U_2464737,C_course-v1:TsinghuaX+30640014X+sp,2017-06-06 12:51:00
185495,U_2464737,C_course-v1:TsinghuaX+90640012X+sp,2017-06-06 12:40:00
185525,U_713289,C_course-v1:BIT+PHY1701702+sp,2017-02-09 15:26:00
185533,U_6185437,C_course-v1:TsinghuaX+20440333X+sp,2017-04-02 21:12:00
185537,U_4587880,C_course-v1:TsinghuaX+60240013X+sp,2017-03-23 10:49:00
185538,U_4587880,C_course-v1:TsinghuaX+00040132X+sp,2017-04-11 20:50:00
185539,U_4587880,C_course-v1:UC_BerkeleyX+CS_184_1x+sp,2017-03-09 13:26:00
185540,U_4587880,C_course-v1:MITx+6_00_1x+sp,2017-03-09 13:23:00
185574,U_7070601,C_course-v1:TsinghuaX+00701032X+sp,2017-06-01 16:54:00
185591,U_1579044,C_course-v1:AdelaideX+Wine101x+sp,2017-02-25 15:49:00
185599,U_6465962,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-03-25 08:58:00
185600,U_6465962,C_course-v1:TsinghuaX+20440333X+sp,2017-03-08 08:23:00
185607,U_6161507,C_course-v1:edX+BlendedX+sp,2017-01-05 13:50:00
185608,U_6161507,C_course-v1:TsinghuaX+60240013X+sp,2017-02-24 19:29:00
185619,U_4443648,C_course-v1:TsinghuaX+00740123_X+sp,2017-05-26 15:59:00
185667,U_7071453,C_course-v1:TsinghuaX+00740123_X+sp,2017-06-02 01:29:00
185726,U_6366183,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-12 16:40:00
185771,U_7015049,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-06-05 02:42:00
185779,U_6611192,C_course-v1:Tsinghua+20150001+sp,2017-02-09 11:04:00
185786,U_6836294,C_course-v1:TsinghuaX+30240184+sp,2017-03-14 22:12:00
185813,U_702101,C_course-v1:RiceX+AdvBIO_1x+sp,2017-02-09 12:48:00
185836,U_4559968,C_course-v1:MITx+6_00_1x+sp,2017-04-16 20:14:00
185870,U_6983170,C_course-v1:TsinghuaX+80000822X+sp,2017-04-24 10:25:00
